Date,Reviews,Username,Stars,Helpful
30-Jul-18,Why does the app not let you change what types of roads are allowed when it is viewed on cars Android Auto screen? Can you please rectify that?,Hiren Shah,Rated 4 stars out of five stars,1
6-Aug-18,Don't understand why it tell me GPS is not working..it is turned on.. And then it keeps jumping all over the place.. Get that fixed it well be 5star for sure I think,Wes Riddle,Rated 4 stars out of five stars,
1-Aug-18,I ABSOLUTELY LOVE THIS APP I ESPECIALLY LOVE HOW IT ALLOWS THE USERS TO POST!,A Google user,Rated 5 stars out of five stars,1
5-Aug-18,I likeit because youhelp others from getting tickets from the haters that are hideing,Brimstone Huntley,Rated 5 stars out of five stars,1
30-Jul-18,"Great application, but missing lane information like Google Maps. Please add that!",Jon Laubach,Rated 5 stars out of five stars,3
31-Jul-18,Really good navigation. I love how it shoes where cops and rush hoes our. Absolutely best navigation app,Carson Reis,Rated 5 stars out of five stars,1
1-Aug-18,"Waze is not connecting to GPS even if I on the GPS on my settings. I don't know if it's the app itself having problem. Sometimes if it's connected, waze is giving a wrong direction or location.",rianne may Ancero,Rated 1 stars out of five stars,
29-Jul-18,"Used last week twice and crashed on both occasions, had to switch back to Google maps, shame, loved the app in the past",A Google user,Rated 2 stars out of five stars,7
1-Aug-18,Works great with Uber and Lyft. But doesn't work with android for linking texted locations.,Kevin Keys,Rated 4 stars out of five stars,1
4-Aug-18,"So far I'm using Waze, it give me a good ways. I love to use it. Thank you.",Syarizan Aziz,Rated 5 stars out of five stars,1
29-Jul-18,Social networking broken on Android they don't care to fix it. Use something else.,Christopher Hickman,Rated 1 stars out of five stars,2
31-Jul-18,Wow! Been using since 2013 and its only gotten...... Better! Al-waze and Forever! -patent pending,James Andrews,Rated 5 stars out of five stars,1
31-Jul-18,Amazing app used it for a while now and love it would be great if it had an offline function as sometimes I don't have data where I go but otherwise it's amazing keep up the good work,Christopher Pearson,Rated 5 stars out of five stars,
30-Jul-18,"For navigating traffic, it's fantastic. Waze always finds us the fastest route to and from work.",L Koe,Rated 4 stars out of five stars,1
3-Aug-18,Why always not connect to gps while i use 4g line and latest mobile phone? Why my language change to other languages that i cannot understand at all? Pls respond me,Sir Hisyam,Rated 2 stars out of five stars,
4-Aug-18,This app is extremely power draining. Pls address the power consumption hunger of this app,Jennie Tan,Rated 3 stars out of five stars,
5-Aug-18,"It's no longer accurate for London. Doesn't update when roads are closed. Also wrongly tells you there's heavy traffic on your route whereas the traffic is actually coming from opposite cars from the other side of the road, making you take a pointless long alternative route around the motorway, ...
Full Review",Mohamod Uddin,Rated 2 stars out of five stars,
1-Aug-18,I don't know why it stopped reading street names. I'd be on the highway and it no longer give updates it just gives info by quarter miles. Bring back the reading of the streets,Sandra Hutchinson,Rated 3 stars out of five stars,
2-Aug-18,"The app keeps losing my location, sending me through inconvenient and lengthy detours and pop up messages in crucial moments for navigation corrections.",Arad Firer Frischer,Rated 1 stars out of five stars,
6-Aug-18,I have used this for several years and Now it makes me use my Facebook friends and no longer personal contacts. I can no longer send an ETA to my family. The newest update is horrible.,jessica reynolds,Rated 3 stars out of five stars,
6-Aug-18,"The waze app when i open with gps navigation, it is not responding. It has happened many times and it is annoying, have to shut down and restart the phone to make waze function.",ktjai james,Rated 3 stars out of five stars,
6-Aug-18,It become difficult to use 1 account in multiple devices? I have 2 android phone and 1 ipad. Don't want to register 3 different accounts. Please check.,A Google user,Rated 4 stars out of five stars,
4-Aug-18,"Horrible!!! When I'm on the highway the map shows that I'm on the service road, another problem I'm having is, the map keeps freezing and then pops me up down the road ahead of my location, then freezes again. And I don't like the police locator! Of somebody was wants to hurt the police then they...
Full Review",matthew perez,Rated 1 stars out of five stars,
6-Aug-18,"The absolute worst navigation aid I've come across. Sure I'm in a very micro minority, but after several attempts at routing to an address in Raleigh NC and timing out...this app sucks. When compared to Google Maps, dump the former and keep the latter.",A Google user,Rated 1 stars out of five stars,
2-Aug-18,"Inaccurate traffic reporting, hard to read maps. I always arrive much later than the estimated time because this app is awful with reporting and considering traffic. Stick with Google maps",Matt Singleton,Rated 1 stars out of five stars,
29-Jul-18,"My daughter wad using it today, liked it so much i came home and downloaded it!!",A Google user,Rated 5 stars out of five stars,1
3-Aug-18,"Absoute garbage. Switched from note 5 to note 8, and says my account was lost. Created a new one but it deletes every address I put into my favorites.",Chip Simm,Rated 1 stars out of five stars,
2-Aug-18,"Sorry... Despite all our efforts, we are unable to verify your account. It must be lost somewhere in the stratosphere... I have aprox 3 year experines and more than 15.000 km. I`m disappointed.",Plus 3 Plus 3,Rated 1 stars out of five stars,
31-Jul-18,Siempre te manda por pistas para ms rpido pero nunca considera el trfico que hay en ellas,Oscar Muro,Rated 1 stars out of five stars,1
5-Aug-18,Lost the ability to add friends that are not on social media. It's a big deal breaker.,Nick Yelle,Rated 2 stars out of five stars,2
30-Jul-18,"Don't use this app if your going to San Diego airport,. This app took me to a military base instead... Because of this app made me late also and frustrated.. Never again..",Angellisa Osorio,Rated 3 stars out of five stars,
4-Aug-18,Like it but the only reason I won't give it 5 stars is because when you make a call or someone calls you the whole app shuts down and also shuts down your phone unfortunately I have to go into my settings enforce stop the app before it'll work again hopefully they update this soon.,Lynnaie Lane,Rated 4 stars out of five stars,
29-Jul-18,Now works with my Panasonic audio head! Now getting ads on screen that cannot be turned off. App only gives option to drive to location. The ad never goes away. Thus taking up 1/3 of screen.,Larry Blount,Rated 5 stars out of five stars,
1-Aug-18,Awesome!! There are no other words that come to mind!! Definitely referred my friends to use this navigation ap!,Tracy Tyman,Rated 4 stars out of five stars,1
3-Aug-18,This app uses way too much battery. I have an extended battery for my galaxy s5 and it shuts it down and forces it to restart due to overheating.,Jeff Dodson,Rated 3 stars out of five stars,
1-Aug-18,Great but flawed. Travelled to north devon and it cancelled the journey three times. It done it twice on the way home. This happened using android auto. I am using a samsung s7 and a kenwood 7170 dab head unit.,Peter Russell,Rated 3 stars out of five stars,
3-Aug-18,I like to use waze it helps alot if u dont get a place or dont knoe where it is very nice to have on your phone really,Elaine Smith,Rated 5 stars out of five stars,
5-Aug-18,"Sometimes works ok, sometimes unreliable about routes, times. Looks like it cheats sometimes. Wasn't able to transfer my account from old phone to new, it got lost.",Jenya Korobka,Rated 2 stars out of five stars,
7-Aug-18,This app saved my job. OMG. It got me all around the busy traffic. I thought I was doomed. Google maps has nothing on this app. I will forever use this GPS.,E Mon,Rated 5 stars out of five stars,
2-Aug-18,"I like the app. But I still using Google Maps, because it give me offline maps, so I don't need to be on line always. Also, Wase drains my data plan because of that. Other than that, it have a lot of improvements since I use it.",Hector Arias,Rated 5 stars out of five stars,
3-Aug-18,New update sucks!! Always stop working! Please fix it,Adji Wira,Rated 1 stars out of five stars,1
3-Aug-18,"App took me around block instead of just turning right to my destination and the picture of house was across street, not destination. Deleting it.",Badina Dillon,Rated 1 stars out of five stars,
3-Aug-18,"why is the GPS always approximately or cant detect where to go? if this doesnt change, i wont use this anymore.",Jun Archknight,Rated 2 stars out of five stars,1
29-Jul-18,"Great app, but need to add voice message instead of texting message, as I'm riding I couldn't add text messages",khalid Mohammed,Rated 4 stars out of five stars,3
30-Jul-18,Since update app crashes on opening. Still freezes on start up. Plesse fix,A Google user,Rated 3 stars out of five stars,1
31-Jul-18,"The best app matchless ,can drive in peace without direction stress.great app.",Augustine Babu,Rated 5 stars out of five stars,1
4-Aug-18,It took me over 2 hrs out of my way had to use Googal to get to my destination. Started my vac off bad.,don marty,Rated 1 stars out of five stars,
6-Aug-18,"Always gives an earlier arrival time than is realistic. Other than that, the app is amazing.",Jon D'Baptist,Rated 4 stars out of five stars,1
30-Jul-18,"The real time traffic is no more actual. Before is really good, but now seems unusable.",Remayman Rey,Rated 2 stars out of five stars,
31-Jul-18,It doesn't work on my 2016 Civic. Been driving for 4 days with it and it didnt even clock in the distance I've travelled.,ison Cabals,Rated 1 stars out of five stars,
6-Aug-18,It's okay but I do honestly prefer plain Google maps for ease of use and features that are actually semi useful. Only decent feature imo that's missing from Google maps that this Waze app has is the speed camera alert.,Chris Ellard,Rated 3 stars out of five stars,
1-Aug-18,"Map on screen froze 3.8 miles from destination, making it harder to navigate",Gary Nicholas,Rated 1 stars out of five stars,2
5-Aug-18,I love this app but It is crashing every few hours on my OnePlus 5T. :/,Adam Svoboda,Rated 2 stars out of five stars,1
5-Aug-18,I'm so bummed I have to stop using Waze! No mirror image for my VIZR Heads Up Display dash holder! I'll miss you Waze!!,A Google user,Rated 4 stars out of five stars,
1-Aug-18,Was great for long drive thanks to crowd-sourced conditions and notifications but it crashed on my Pixel several times over about 400 miles.,Justin Baca,Rated 4 stars out of five stars,1
7-Aug-18,"Waze used to be wonderful, with reminders when to leave etc. Now it crashes, it won't access my calendar appointments, it freezes when I am using it - thankfully the sat navigation in my car is working again",Chris Stanton,Rated 2 stars out of five stars,
3-Aug-18,"This app to me is extremely helpful and I always try to let all of my friends know about it and suggested they get it, I couldn't tell you how many times this app saved me from getting a ticket lol",rockie203069,Rated 5 stars out of five stars,
4-Aug-18,"Awesome app, just one thing, last update has been crashing and closing the app while driving",Pedro Jose Lopez Rosillo,Rated 3 stars out of five stars,2
2-Aug-18,"Having issue with huawei mate 9 pro. It is showing ""searching network"" even though I'm connected to network.",Kelv Q,Rated 1 stars out of five stars,
4-Aug-18,Great navigation apps and uts so good i am replacing this from google as my primary navigation apps...paired eith my hudly HUD headup display.. great combination use on the road. And i use android auto and autoapp,Dave Chng,Rated 5 stars out of five stars,
4-Aug-18,"Great app. The only disadvantage is, that it contains ads.",Berecz Dnes,Rated 4 stars out of five stars,
29-Jul-18,This tool helps me plan my arrival time. Very helpful.,Joseph Simpson,Rated 4 stars out of five stars,1
30-Jul-18,Sudden application crashes. Bad routing through Bulgaria. Needs serious improvements,A Google user,Rated 2 stars out of five stars,1
29-Jul-18,"Had to give it up, couldn't take ads popping in my face while driving any longer",Kwami Agbodji,Rated 1 stars out of five stars,
3-Aug-18,waze no longer show shortest route.,TK Lim,Rated 1 stars out of five stars,1
1-Aug-18,"Every two updates it crashes and the only solution is to delete the data from the app, losing all the config and favourites. Useless.",Matas Elsegood,Rated 2 stars out of five stars,
3-Aug-18,Not safe. Froze 3 times in heavy traffic on trip from Erie PA to Avon OH. Going back to Google Maps.,T Rodrigues,Rated 2 stars out of five stars,
30-Jul-18,I continue to believe this app is one of the best ever! Truly accurate!,Mahdi Abu Abdur-Rashid,Rated 5 stars out of five stars,2
6-Aug-18,Turned into junk. Keeps freezing in android auto.,Clancy Coughlin,Rated 1 stars out of five stars,40
6-Aug-18,Whenever I'm connected to Bluetooth and using the app if I get a phone call the app crashes it's extremely irritating,Brad hambrick,Rated 1 stars out of five stars,
1-Aug-18,The blue triangle button by the clock does not function I see a brief pop-up of the menu options which include choosing another route.. I have a pixel XL Android Oreo software up to date this has been happening for the last two releases of waz and it's a little annoying,Bob Combs,Rated 3 stars out of five stars,
29-Jul-18,I think it's one of the best map systems I've use to date.,Gregory Futch,Rated 4 stars out of five stars,2
29-Jul-18,"On a trip from Connecticut to Virginia the app did not show alternate routes like it is designed to do and when it finally showed me the route over the Tappan Zee Bridge in NY app rerouted over the George Washington Bridge which had a 3-hour delay at the bridge because of accidents this app was ...
Full Review",alyn adams,Rated 1 stars out of five stars,
1-Aug-18,"Every time after voice call the Waze going to freeze, it's not good......",Nasimjon Shoimurodov,Rated 3 stars out of five stars,1
5-Aug-18,Time wasters trying to login my Account many many show me name but don't let me login,Hamid Raza,Rated 1 stars out of five stars,
2-Aug-18,"Please, i beg of you to add the option to download an entire country's data. It used to be here years ago, and it was extremely useful since when travelling you probably won't have internet.",keraaa,Rated 5 stars out of five stars,
6-Aug-18,"I had been using this app for years when traveling but recently with my teenager driving, I use it daily because I can monitor his speed while driving. Absolutely love this feature for him.",Carole Brown,Rated 5 stars out of five stars,
1-Aug-18,"Most of the time (90%) it syncs with my car but sometimes it says ""no device connected"".",Edward Lee,Rated 5 stars out of five stars,
31-Jul-18,Love it just not the random Gas price pop up it has made me make wrong turns cause it blocks the map,Cindy Nelson,Rated 5 stars out of five stars,1
5-Aug-18,My waze keeps on crashing all the time,alfredo nextel,Rated 2 stars out of five stars,1
3-Aug-18,"Except to find places and difficulty on using data (slower) , its great app.",Mina,Rated 5 stars out of five stars,1
29-Jul-18,"I like how the app reroute you when there traffic delay, and give a new ETA",D Silvera,Rated 5 stars out of five stars,
4-Aug-18,"The app doesn't recognize the GPS, 2 days without being able to use it.",Ayrton Edward,Rated 3 stars out of five stars,
3-Aug-18,My only problem with the app is that I can't set it as default over Google Maps.,Kirk Cherwaty,Rated 4 stars out of five stars,
5-Aug-18,"Needed improvements to reach 5 stars: 1. Improve German language recognition 2. Include 'tunnel mode' for driving through tunnels. Waze should use the last measured speed when losing the GPS signal, especially in tunnels. Currently it would basically stop at the entry and if there's a exit you n...
Full Review",A Google user,Rated 3 stars out of five stars,
3-Aug-18,"Very crashy, prolly don't want to go to the food Lion 163 miles away",stv chvs,Rated 2 stars out of five stars,
30-Jul-18,Excellent app. Very easy to use and has latest map changes shown. Great interaction from other users shows real time new issues,A Google user,Rated 4 stars out of five stars,
3-Aug-18,Friends and drive sharing no longer work unless you have a Facebook account.,A Google user,Rated 5 stars out of five stars,
30-Jul-18,"I used to LOVE this app....now it takes forever to find me, meanwhile telling me to make incorrect turns (my favorite being a UTurn in the middle of a toll road). If you could fix that (and I've spoken to others who have the same problem, so it is neither my phone nor my provider) it would be ba...
Full Review",Kathy Kenna,Rated 2 stars out of five stars,
3-Aug-18,"After the last update, the sound is very weak in the speaker of the smartphone, even at maximum volume.",Naftali Burd,Rated 3 stars out of five stars,
30-Jul-18,Helpful and easy to use I recommend this app to every body...,A Google user,Rated 5 stars out of five stars,1
31-Jul-18,"It used to be really good but now finding it crashes/stops working almost daily It is great when working for traffic updates, being able to sends your route and arrival time using messenger apps",Clare R,Rated 3 stars out of five stars,
29-Jul-18,Very good app i love it better than google map,Hein Thu Naing,Rated 5 stars out of five stars,2
30-Jul-18,Since the last update the app is not working and slowing my phone uninstalling immediately,Pedro B,Rated 1 stars out of five stars,
6-Aug-18,Why did you get rid of the voice packs like Morgan freeman & Schwarzenegger... Dislike.,S G,Rated 2 stars out of five stars,
2-Aug-18,Good navigation but sometimes give problems as the routes given too narrow for a larger vehicle...but its consider good for fast and shotcut to reach the distinations as needed...,A Google user,Rated 4 stars out of five stars,
3-Aug-18,Waze is the traffic app to use. It has reduced my stress level substantially.,A Google user,Rated 5 stars out of five stars,
29-Jul-18,Used this for years. Love it. Great to see a speedo on the screen too. Handy.,Simon Andrew,Rated 5 stars out of five stars,1
31-Jul-18,"Good app overall, but it just turns off of hote not touching your phone and it crashes during calls so you have to completely kill the app b4 it works right again",Ariel Anderson,Rated 4 stars out of five stars,
7-Aug-18,App freezes randomly at the most awkward times. Seems to be happening on Oreo more..,Arnab Roy,Rated 1 stars out of five stars,
1-Aug-18,Unexpectedly shut down after 3 seconds after opening this app. Pls fix. Tq,Hazie's thoughts,Rated 1 stars out of five stars,
30-Jul-18,It is not working since the last update. Useless,Gabor Kemeny,Rated 5 stars out of five stars,1
31-Jul-18,A friendly navigation app for your drive. Love the pothole warnings in Montreal. Great graphics. Use with Audi MMI on Android. 10/10,Stephanos Gregorus,Rated 5 stars out of five stars,
30-Jul-18,"Waze is an awesome app....however, the GPS loses it signal at the most inopportune time which frazzle me.....especially when I have passengers in my car (Lyft)",tasha brown,Rated 3 stars out of five stars,
29-Jul-18,"It can't launch after the new update. Hey, fix it pls?",Theresal P,Rated 1 stars out of five stars,2
30-Jul-18,Loved it really does let u know when a cop or vechile broke down on the side of the road or an accident works good great app,Danny Campbell,Rated 5 stars out of five stars,
1-Aug-18,"Two days app got problem, very slow to show direction",luqman hakim,Rated 1 stars out of five stars,
7-Aug-18,i got summon today...why there is no roadblock info stupid..app n00b,Tojee Tuin,Rated 1 stars out of five stars,
1-Aug-18,Hi Waze. I really love this app. But please add the function to hear the navigation voices before selecting them. It will help us to choose them better. Thank you.,Alireza Seddighi,Rated 5 stars out of five stars,
31-Jul-18,Download it & avoid cops & all traffic fines. Be active the more people the more accurate and live it becomes via user input. Its saved me a couple of times. Well worth it.,Jean-Pierre Misplon,Rated 5 stars out of five stars,
3-Aug-18,Great app regular Google maps had me on a route that was talking 45 mins longer than ways when I turned it on out of curiosity!!! Great for travel.,diamond p,Rated 5 stars out of five stars,
1-Aug-18,Faster than Google Maps.A must have!,kevin vangundy,Rated 5 stars out of five stars,1
4-Aug-18,Use to love it but now it does not work with my Note 8. It hasn't worked for months. I was hoping an update would fix it but nothing yet,Lucki Luciano,Rated 1 stars out of five stars,
30-Jul-18,"The app can't connect to the GPS even though the location information has been turned on, along with the permission for waze to use my location. Please help.",Darren Lau,Rated 2 stars out of five stars,
2-Aug-18,I m not getting a any good direction towards my direction,Thembani Moyo,Rated 1 stars out of five stars,
2-Aug-18,"Your app doesn't guide me, stucked on the same place forever",Xavier Khoo,Rated 1 stars out of five stars,1
1-Aug-18,This app is not like before. Too many problems appear.,Ryna Ahmed,Rated 2 stars out of five stars,
2-Aug-18,Google removed the ability to see your friends scores which was one of the best things about the app. It's also just seems buggier lately.,Zach W,Rated 1 stars out of five stars,
7-Aug-18,Great! Thanks for the update and I will be there at the same time as the other better and remind me that I have to tell you something about your last app success!,Douglas Gutierrez,Rated 5 stars out of five stars,
1-Aug-18,Crashed 5 times in an 8 hour trip.,A Google user,Rated 1 stars out of five stars,1
1-Aug-18,Takes through places with ton load of traffic and wrong routes,Preetham M D Naik,Rated 1 stars out of five stars,
2-Aug-18,Error terus sekarang . Udh ga nyaman pake waze :/,Kamil Rizki,Rated 1 stars out of five stars,
29-Jul-18,Best navigation app comparig to others in the market,Furqan hassan,Rated 5 stars out of five stars,2
5-Aug-18,Always show no gps. Everytimes update become useless. Disappointed.,steven goh,Rated 1 stars out of five stars,
1-Aug-18,Was not the best navigation anyway- full of errors and privacy issues. But now it became completely useless- keeps crashing after last update.,A Google user,Rated 1 stars out of five stars,
29-Jul-18,This app is awesome!I don t get sent way out of the way to get somewhere like I did with Google maps. Thank you so much!,Tracy L Deneen,Rated 5 stars out of five stars,
3-Aug-18,Hate how Waze redirects freeway traffic through neighborhoods. Horrible!!!,Lisa Aragon,Rated 1 stars out of five stars,
2-Aug-18,Doesn't work anymore.,A Google user,Rated 1 stars out of five stars,1
30-Jul-18,Downloaded this as the reviews looked good. I was not disappointed! Excellent in every way. (do you plan to add labe guidence?),Callum Cherry,Rated 5 stars out of five stars,
6-Aug-18,Did work great but hasn't worked at all in a long time it just turns off when I go to app,Jessica Bailey,Rated 1 stars out of five stars,
29-Jul-18,"When the others failed ,you were there.Thanks WAZE.",B Wanner,Rated 5 stars out of five stars,
4-Aug-18,Every since last update app Starts off navigate Dallas Texas Then the screen goes black Was a good app,william metz,Rated 1 stars out of five stars,
6-Aug-18,Crashes on long trips. Have to reinstall occasionally. OK for short trips.,A Google user,Rated 3 stars out of five stars,
5-Aug-18,Love it... onlu thing i would like to see.. is i pull a camper would like to see a avoid low bridges option,A Google user,Rated 5 stars out of five stars,
4-Aug-18,"Love that we can communicate with other drivers about traffic, obstacles on or by the road & we have fun with the different navigation voices!",Brad Wigton,Rated 5 stars out of five stars,
30-Jul-18,Waze assistance me wrong route and make me headache,masree kamarudin,Rated 2 stars out of five stars,
6-Aug-18,"Far better in routes, interaction, and user details than any similar app I've tried. Recommend it to all my friends and associates.",James Morrison,Rated 5 stars out of five stars,
31-Jul-18,Is it possible to add options to enter vehicle height/length for RV travel to help with most appropriate route?,Robert Hedge,Rated 5 stars out of five stars,2
1-Aug-18,                , ,Rated 5 stars out of five stars,
6-Aug-18,Just recently took a 12-13 hour trip and this app helped me make it there in 10 by avoiding traffic and constantly updating. Very useful.,ryancollins13,Rated 5 stars out of five stars,
29-Jul-18,It just keeps crashing on Android auto.,Casper van Heck,Rated 2 stars out of five stars,
1-Aug-18,              ,behnam davachi,Rated 4 stars out of five stars,1
3-Aug-18,Ads slow app to a crawl,Alton Lam,Rated 1 stars out of five stars,1
5-Aug-18,Keeps crashing on android auto,Galen Han,Rated 3 stars out of five stars,1
4-Aug-18,Sometimes cannot reach my location.....please help me,Yakuza Amar,Rated 5 stars out of five stars,1
29-Jul-18,"Cop hiding, waiting to ambush you... Love it.",Big Jangles,Rated 5 stars out of five stars,2
5-Aug-18,Love this app except sometimes it takes me a longer route even though I set it for shortest but other than that best app in the world,michael,Rated 5 stars out of five stars,
1-Aug-18,Why i cant locate my position accurately?,A Google user,Rated 1 stars out of five stars,
1-Aug-18,Great app except when being used inside Android auto it completely loses its location and can't seem to figure out where it is.,Joey Lavorato,Rated 3 stars out of five stars,
1-Aug-18,I love this app very much because it tells me real time traffic situations. Everyone needs this app...,Peny Aihara,Rated 5 stars out of five stars,
29-Jul-18,"[Update 7/29/2018] Still fails to become the app it once was. It is trying to become ""smart"" by predicting setting your destination to hone automatically, randomly after you start it. What if you are not going home? It has become one of the most frustrating apps ever. Another update and the deve...
Full Review",Jerry R,Rated 1 stars out of five stars,
30-Jul-18,After last update the routes are very bad,Baiceanu Catalin,Rated 1 stars out of five stars,
5-Aug-18,the login process is more complicated than a bank,Xiaodong Zhao,Rated 1 stars out of five stars,
5-Aug-18,"From Uber driver Nashville Tennessee: Today I'm dropping off my riders at the pleasant park in Goodlettsville TN. it very close next to the highway 65 waze don't know how to get me there there's no direct entrance to the park I to use rider Google map to get there this very impressions. This sec...
Full Review",Sky Light,Rated 2 stars out of five stars,
29-Jul-18,Forget Google maps Waze is simply the best sat Nav if your in the city and want too cut out traffic.,Mohammed Khan,Rated 5 stars out of five stars,
6-Aug-18,"After I turn off the app it still holds GPS active and drains battery, until I go to apps and Force Stop.",A Google user,Rated 1 stars out of five stars,
3-Aug-18,Will not travel without it to any unknown places. Guides you perfectly to your destination.,Belbir Singh,Rated 5 stars out of five stars,
29-Jul-18,I would give it 5 stars if it showed the rest areas just a thought,John Schrock,Rated 4 stars out of five stars,1
29-Jul-18,Great app....can you please add option to alert other drivers of traffic lights not working and potential protest action,peter Pekeur,Rated 3 stars out of five stars,
29-Jul-18,"Great App, however after the last updates it seems to crash after taking a phone call ok no Moto X4",Succier Jaydaii,Rated 3 stars out of five stars,
5-Aug-18,It used to be very good but lately it keeps crashing and routing seems very poorly pls sort it asap,ANDREI RAIHARD,Rated 5 stars out of five stars,
1-Aug-18,"Had issues with app yesterday but uninstalled then reinstalled it and boom-bap, it's good to go!!!",GQ 417,Rated 5 stars out of five stars,
7-Aug-18,Best nav app ever. It saved me from a speeding ticket today. Waze user for life.,Josh Martinez,Rated 5 stars out of five stars,
2-Aug-18,"My Huawei P10 Pro is very hot when using waze, please fix it",A Google user,Rated 3 stars out of five stars,1
31-Jul-18,"I used to be able to follow my family members' drives, but the app no longer shows the route or where they are.",Craig Helmstedter,Rated 5 stars out of five stars,
30-Jul-18,Simply a GREAT app...!,Michael Edwards,Rated 5 stars out of five stars,1
29-Jul-18,App force closes since last update,Russell Scheetz,Rated 2 stars out of five stars,3
31-Jul-18,Bring back friends without Facebook!,Richard Ferguson,Rated 1 stars out of five stars,2
31-Jul-18,"Have previously used various navigation apps (TomTom, CoPilot, Google), but this is by far the best. Up to date, accurate, easy to use.",Chris Ffelan,Rated 5 stars out of five stars,
7-Aug-18,"Great app, has everything you need to visit new places, perfect coverage and nice extra features and goals!",Sam Alexandrov,Rated 5 stars out of five stars,
6-Aug-18,Wa needs money and thats why ads!!!...greedy,Pawel Walecki,Rated 1 stars out of five stars,
7-Aug-18,The best sat nav I have used so far. Starting to consider it better than google maps!!,With cars,Rated 5 stars out of five stars,
30-Jul-18,Love it Google maps is gone,G. D Kay,Rated 5 stars out of five stars,1
31-Jul-18,Ne fonctionne pas sur galaxy tab 3. Reste bloqu  la page des autorisations.,A Google user,Rated 1 stars out of five stars,
31-Jul-18,Best gps system ever,Diego Ramtov,Rated 5 stars out of five stars,1
29-Jul-18,It is a great app put it should tell u the private roads from main roads,Keron Charles,Rated 5 stars out of five stars,1
2-Aug-18,Love the police ahead notification,amanda gower,Rated 5 stars out of five stars,1
31-Jul-18,The only improvement would be a paid ad free version.,Mark B,Rated 5 stars out of five stars,2
2-Aug-18,It is amazing and usefull.,abu albraa,Rated 5 stars out of five stars,1
6-Aug-18,Most use app when on the road. Hope to improve the alert when there are few junctions and sorting the list of 'Favourites'.,Yee Yin Lim,Rated 4 stars out of five stars,
29-Jul-18,Most of the times shows no network,Shwetabh Suman,Rated 2 stars out of five stars,4
30-Jul-18,The more updates the more unreliable it gets,Amos p,Rated 1 stars out of five stars,
5-Aug-18,It would be nice to share with friends in your contacts and not just Facebook friends. Overall best app out here.,A Google user,Rated 5 stars out of five stars,
4-Aug-18,           ,ahmad majzoubi,Rated 5 stars out of five stars,
5-Aug-18,It's been fine til today. It's not telling me about cars on the road or cops only directions. Not sure what's up.,Candace Sikes,Rated 3 stars out of five stars,
2-Aug-18,Is there a trick of planning trip over a thousand miles I love this app,jon miller,Rated 5 stars out of five stars,
6-Aug-18,Es til pero tiene problemas de arranque. Se cierra apenas intento ejecutarla.,Felipe Pea,Rated 3 stars out of five stars,
31-Jul-18,Add Serbian voice!,A Google user,Rated 1 stars out of five stars,1
31-Jul-18,i need to download offline map,Najeeb Almeer,Rated 1 stars out of five stars,1
2-Aug-18,"GPS , was ace, now won't find GPS even on a new handset",Gav man,Rated 5 stars out of five stars,1
30-Jul-18,Not working when screen is off.. I prefer when it was guiding me with voice only.. Much safer than looking at the map..,Cheng Tan,Rated 2 stars out of five stars,
6-Aug-18,Prefer it over Google maps but keeps crashing.,Katie Allodi,Rated 4 stars out of five stars,
29-Jul-18,"Love the notifications of radar or hidden law enforcement along my route, as well as upcoming traffic.",David Andrzejewski,Rated 5 stars out of five stars,
30-Jul-18,Just updated ystd n now it's not working. Just loading n loading....,A Google user,Rated 1 stars out of five stars,1
7-Aug-18,"Great app, but I can no longer open it as it closes immediately upon opening",Luke Postlethwaite,Rated 3 stars out of five stars,
31-Jul-18,"Great app so far, improvement need is junction view when we approaching multiple juction.",A Google user,Rated 4 stars out of five stars,
4-Aug-18,"We love this app! None other like it, not even Google maps (sorry Google!) ",Pam Pfister,Rated 5 stars out of five stars,
6-Aug-18,Navigation controls are not intuitive,bojan gjoreski,Rated 3 stars out of five stars,
4-Aug-18,This app has become my best friend. Love everything about it. Easy to use and understand. Good job,Judith Blanco,Rated 5 stars out of five stars,
29-Jul-18,Helps get Around even locally I miss the promotional voices,Josh Mclain,Rated 5 stars out of five stars,
29-Jul-18,Let's users share movable hazard location in a timely manner.,Graham Tooley,Rated 5 stars out of five stars,
1-Aug-18,The best is waze, ,Rated 4 stars out of five stars,1
29-Jul-18,Best navigation app,The Dawn,Rated 5 stars out of five stars,1
30-Jul-18,best navigation app,Charmaine Zammit,Rated 5 stars out of five stars,1
30-Jul-18,"so far the map are good but if waze provide setelite view, that gonna be fire",RAYHAN GAMER,Rated 5 stars out of five stars,
6-Aug-18,Great app except it crashes after 2 hours of use.,zack franchi,Rated 4 stars out of five stars,
5-Aug-18,,JGMCGamerTH,Rated 5 stars out of five stars,
3-Aug-18,Thus is a useful navigator and is accreate for traffic and speed. Keep up the good work Waze!,Eileen Robles,Rated 5 stars out of five stars,
2-Aug-18,Allow users to report once roads are no longer decongested.,Michelle,Rated 3 stars out of five stars,
2-Aug-18,Always crashed for Android phone,kevin zkin,Rated 1 stars out of five stars,
31-Jul-18,This app makes Google maps look like a old copy of the a Sydney street directory.luv it,A Google user,Rated 5 stars out of five stars,
4-Aug-18,Routing server timeout...,Csaba Czank,Rated 1 stars out of five stars,1
31-Jul-18,Map to go places don't get lost,A Google user,Rated 5 stars out of five stars,1
1-Aug-18,jt's good,A Google user,Rated 5 stars out of five stars,1
