Date,Reviews,Username,Stars,Helpful
7-Jul-18,"Ever since my last phone update (which Samsung forces us to do....thanks for nothing!) the maps app has been a total dud. Incorrect arrival times and crazy driving directions are just the tip of the iceberg. Tried to use it today and it kept telling me to ""turn left turn left turn left"" when the...
Full Review",Mike Boatwright,Rated 1 stars out of five stars,
22-Jun-18,Easy to use and has voice commands for when your driving. Very good hands free app and easy to use.,Guess What21,Rated 5 stars out of five stars,3
26-Jun-18,"It doesnt work anymore. The buttons dont work, i can only scroll around the map and thats it. Ive Also emailed and sent feedback at least 3 times within the past month and havent heard ANYTHING in return. Very disappointed.",Brock Ayers,Rated 1 stars out of five stars,
26-Jun-18,"This is the worst navigation app I've ever used. It routinely gives me bad directions, routinely gives me directions after I've missed an exit, and the traffic data just sucks. Google should be ashamed of itself for putting out such a mediocre app.",Christian Flores,Rated 1 stars out of five stars,
26-Jun-18,New updates really annoys me..when serches for places didnt have any option to start the journey instead you need to press go and then select areas this is really incovinient,Pyd Firdaus,Rated 1 stars out of five stars,
21-Jun-18,"I was cycling with husband and app send us five times in wrong direction, At 1st it told several times toturn right instead of left, and after it gave directions through the private sector where road is gated and The worth next - that bridge was under construction. App never did reroute us!!! I ...
Full Review",Nataliia LeBlanc,Rated 1 stars out of five stars,
29-Jun-18,the last update make it no longer compatible with gyroscope it is a problem for the device without compass please fix it please please T-T,POONAKAN WANAELOH,Rated 3 stars out of five stars,1
5-Jul-18,it is wrong because when it has a red line you simply create your own lane by driving on the footpath or other side of the road which means that congestion only exists for the inferior rule abiding sheep,A Google user,Rated 5 stars out of five stars,
9-Jul-18,"I am using asus mobile. While driving for direction/navigation only blue dot appears and follow my position, not directing the route. The blue arrow is missing. Every efforts have been tried but of no use.",Subodh Kumar Chauhan,Rated 1 stars out of five stars,
24-Jun-18,"Cannot hide the search bar (as of March 2018), now has another bar at the bottom for explore, etc that cannot be hidden. The map no longer tracks and moves with your current position. So, basically this app is now useless",A Google user,Rated 1 stars out of five stars,
25-Jun-18,"How do i turn off overlay display when i have a route set? I really hate that is not optional to turn off. Need routes for truckers! You have options for car, train, buses, walking and bikes but not big trucks.",Berber 1,Rated 1 stars out of five stars,
9-Jul-18,Why I hate it now. Looking for stores in towns google only shows paid clients it seems. I list name and city/town and Google finds places 30 miles away. google only shows it's paid clients which hurts me the user.,David Godchilla,Rated 2 stars out of five stars,
8-Jul-18,Needs to calm down on constantly sending my location to the world and killing my battery. Otherwise awesome.,A Google user,Rated 4 stars out of five stars,1
9-Jul-18,"In navigation mode, path shown in reverse direction(downward) since last update. Earlier it was working fine. I mean top left says ""turn left"" announced also turn left but due to path showing downward it seems that need to turn ""right"". In navigation mode rotate option should be there.",Manoj Kumar Jain,Rated 1 stars out of five stars,
13-Jul-18,"Everything is alright.But after creating places it shows""NOT APPLIED"" in most of the time.I have created some missing place in Garpanchakot,Purulia from that location.After returning it showed me ""NOT APPLIED"".I am Very disappointed for this reason.",RITANKAR TRIPATHI,Rated 5 stars out of five stars,
22-Jun-18,"Does not work! Just loads up the ""finding routes"" screen and then never leaves it.",GoldenEyeLorelei,Rated 1 stars out of five stars,1
21-Jun-18,I was added some places but in map theses places are not at correct location and buildings ,abdul salam,Rated 3 stars out of five stars,2
28-Jun-18,"Ever since the last update (June 2018) the performance has degraded unbelievably. It has always been poor, but now it's like it's trying to swim through a pool of dried maple syrup",Morgan Erlich,Rated 2 stars out of five stars,
2-Jul-18,It's been 2 days without been able to see the route by bus. All the time is telling me that cannot find a way when that's not true because I did it before with the bus using the app. It's really frustrating.,A Google user,Rated 1 stars out of five stars,
7-Jul-18,"Doesn't work most of the time. Stopped navigating when I was 700 miles from home, in the middle of the freeway, and almost got me run over when I pulled off the road to get it working again.",Azra Valentine,Rated 1 stars out of five stars,
9-Jul-18,Dot in navigation doesn't move with the movement of the vehicle...... kindly fix it as soon as possible in your next update...,Ajhay Tickoo,Rated 3 stars out of five stars,1
27-Jun-18,"This is the absolute worst map for road trips. It will randomly calculate a new route because it's one whole minute shorter, and change the route without telling you. This app has added time to my trips, as well as confused me about which exit to take. Use Waze instead.",Sarah Spencer,Rated 1 stars out of five stars,
23-Jun-18,"The new update has made maps run very slow, the search bar auto hides, you have to tap on the map to make it open, format of your search results are not friendly.",Matthew Perry,Rated 3 stars out of five stars,
26-Jun-18,Today i reviewed about a company through maps application.They keep on disturbing me by making calls and through messages to remove my review.Please provide us to write anonymously to avoid these such troubles.,Star Lord,Rated 5 stars out of five stars,
22-Jun-18,"BLUE DOT BUST: The ""blue dot"" is not helpful, takes too long turning into the arrow which causes traveling in the wrong direction and having to reroute. KILL THE BLUE DOT, BRING BACK THE ARROW! ",Richard Todd Aguayo,Rated 2 stars out of five stars,
24-Jun-18,With a new update the app takes minutes to find a basic route and when navigating it tells me to turn after I've passed the turn. Please reset the app to the older version that worked.,Andrew Escobedo,Rated 2 stars out of five stars,
24-Jun-18,"GPS NEVER WORKS. For the past couple of months my Google Maps app has not worked. The GPS is not found. I've tried testing apps, I've tried disabling and downloading the app again and I've tried restarting my phone. I've even tried other navigation apps but NOTHING WORKS!!",Meghan Harris,Rated 1 stars out of five stars,
5-Jul-18,Many places in the map have mismatched photos posted by people just to earn points. Guides rate the place sometimes without writing reviews or photos that does not make it authentic.,Latha Vidyaranya,Rated 4 stars out of five stars,
26-Jun-18,Hey Google my maps are showing satellite view by default on launching the app even if I turn it off before closing it plz help me out,Pawan watts,Rated 4 stars out of five stars,
2-Jul-18,The view cone ridicule faces in the wrong direction. It is not even a consistent wrong direction. This can get you lost. This happens on other phones my friends have. Not just mine. How can google get this so wrong. It's a fundamental function.,Jason Millson,Rated 1 stars out of five stars,
8-Jul-18,"I've been using maps for years. On my current trip in Texas, it has given bad directions and done stupid course adjustments for every destination. Something is broken with this certain.",A Google user,Rated 1 stars out of five stars,
9-Jul-18,Navigation needs serious improvements it never start immediately but after a minute or so when I am already on a right direction but if it cannot tell the right direction what's the use of it.,A Google user,Rated 1 stars out of five stars,
28-Jun-18,Um its good but its better on the iPhone so I don't really recommend cuz iPhone is better than this app iphones version of this app is better plus I was going to Utah and we put there address correct and thusvsent us somewhere else,Jocelyne Castillo,Rated 3 stars out of five stars,
5-Jul-18,"it wasted my time and i just stuck on a very small road not useful for driving a truck with the help of it this app just take me into small villages And i just got stuck there i reversed my truck about 9 kilometres in reverse gear due to low space on road you must give one option for truck like ...
Full Review",Baljeet Singh saini,Rated 1 stars out of five stars,
14-Jul-18,What possible reason does this app need access to my Calendar and Body Sensors? I keep getting error messages because I have these permissions disabled.,Jeff S,Rated 3 stars out of five stars,
20-Jul-18,"I like this app because ther have download offline app here and there have also directions and some street views when you go to indoor playgrounds, restaurants and museums.",Rich Angeles,Rated 4 stars out of five stars,
25-Jun-18,"App is good for use but will be more interested if speed function is added, while navigating it shows total distance but if also shows at what speed the car is moving, will be best. Any luck on this ? After very long ago, no feed back received.",Muhammad Abdul Samad,Rated 3 stars out of five stars,
22-Jun-18,This app is getting worse day by day as it just stops functioning in between the transit and I have just lost my way in between my commute several times. Not happy with the service,A Google user,Rated 1 stars out of five stars,
3-Jul-18,"Seriously? Im trying to post some reviews for my contributions and whenever I post one for a place and I look for photos, it won't show the pictures I took for that place, but when I write for a different one, the pictures of the former show up, like is this some sort of a game? I tried posting ...
Full Review",Ronualdo Batusin,Rated 3 stars out of five stars,
27-Jun-18,"I have had issues with this poorly optimised app for a while but held off writing a bad review due to the quality of the maps and the desktop version (which is excellent). Today was the last straw. I am in a foreign country and wanted to download a map of the neighborhood where I am staying, but ...
Full Review",Pramod Manjunath,Rated 1 stars out of five stars,
29-Jun-18,I use it a lot and it's a life saver while on vacation BUT it annoys me that it's not a little easier to exit the app when you no longer need navigation,A Google user,Rated 4 stars out of five stars,
24-Jun-18,"Whenever I search for a street, I'm given 1 up to 2 streets away. When turned on it shows my location as being over 200 meters away from I actually am and refuses to be corrected. Should never have updated in the first place. Siince when has a high school been the roads board.",John Breedveld,Rated 1 stars out of five stars,
4-Jul-18,Need to reroute to avoid main highways and since latest update the maps won't recent. I have to exit completely out and return to get it to recenter. Please fix!,KELLY BRANAM,Rated 4 stars out of five stars,
1-Jul-18,"Since the last update, in San Francisco it no longer tells you the right muni bus number, but some other number. Just so damn confusing, and I live in the city",A Google user,Rated 1 stars out of five stars,
7-Jul-18,"HASNT BEEN FUNCTIONING FOR WEEKS. USED TO RELY ON THIS, NOW I USE OTHER APPS. SPENDS THE ENTIRE DRIVE SEARCHING FOR GPS AND LAGGING!!! FIX IT PLEASE",Shahad Al Moulah,Rated 1 stars out of five stars,
7-Jul-18,"What have you guys done??! I like some of the added features but you've introduced since intolerable bugs, like searches that show results on a list but not on the map. I'm sure you'll get it fixed but I'm on vacation and suddenly not able to find what I need.",Brent and Cathy Fugett,Rated 2 stars out of five stars,
5-Jul-18,Over the past few months I have added 4-5 missing places which can be easily verified by Google using their own data as well as the data entered in for the missing place yet still not added. Very little follow thru on their part in this respect.,A Google user,Rated 1 stars out of five stars,
28-Jun-18,"Maps show up, locations show up directions broken for the past 3 weeks, useless for me, uninstalling",dt services,Rated 1 stars out of five stars,3
30-Jun-18,"Was better, now after a search half the map is covered up with photos and other info on the search place and there's no way to hide it without pressing back and losing the search",Rich Lott,Rated 3 stars out of five stars,1
3-Jul-18,"My location is off unless I turn it on for a reason, why must maps tell me many times per session that location is off? That I am not broadcasting my location? That my whereabouts are not discoverable? Where is the 'who the duck cares?' button?",Deff ejlen,Rated 1 stars out of five stars,
6-Jul-18,Since the last update my blue line has disappeared from the screen telling what my route is.......please fix this bug,Brandon Love,Rated 2 stars out of five stars,1
10-Jul-18,"Please take out the small steps. Sometimes I miss my exit. When I get on a highway I'm obviously going to merge. Need more warning time. As soon as I do a step it should tell me what happens next, not a mile before that's not enough time)",Mi Re,Rated 1 stars out of five stars,2
11-Jul-18,"App have one serious bug,first open map search any longer ction mad zoom ,press home key,open again map from recent task,recenter will not work",Kaushal Thakur,Rated 2 stars out of five stars,
16-Jul-18,Love the navigation bcos you are able to use it without an internet connection plus + + hence 5* rating well earned even though i have had less reason to use it of late but thank you regardless.,Laureen Hall,Rated 5 stars out of five stars,
21-Jun-18,I use maps alot but i can't use it now cause it can't update my location as i move. Ill be trying to drive on a busy freeway and it doesn't change. This app is gonna kill me.,Earnie West,Rated 1 stars out of five stars,
4-Jul-18,"I use this app daily, and the latest update has been horrible. The app is extremely slow now and takes forever to load. Also there is a new banner covering like 1/3 of the screen during navigation that I can't get rid of. I want to see the map!!",Julia Wilson,Rated 3 stars out of five stars,
3-Jul-18,"Ever since I updated it, the offline maps won't show the exact place of what I'm searching. It just zooms in and focuses at the area but not where the place is exactly located. Pls fix this.",Joshua Okayama,Rated 1 stars out of five stars,
22-Jun-18,"unnecessary app for my region. no way to uninstall and app self enables, even after app is disabled",Hussain Almaas,Rated 1 stars out of five stars,1
9-Jul-18,"App doesn't show the view properly. If v change the direction of screen it says ""Re-center"". Most of the times the arrow is way back than actual location !",Malini Mallya,Rated 3 stars out of five stars,
14-Jul-18,I am preoccupied that thing in Puerto Rico has changed after the hurricane and I appreciate if you could scan the island again it will be greatly appreciated thank you.,Alejandro GonzalezOrtiz,Rated 4 stars out of five stars,1
3-Jul-18,"Notification feature for public transport directions did not have the user story when user wants to exit the guidance mode midway, or if GPS signal is lost. The notification remains forever and cannot be removed until phone is restarted.",Vincent Ching Loong Tan,Rated 1 stars out of five stars,
29-Jun-18,"What the he'll have you done you f7king idiots?! You can't even see the search results on the map. I don't want a list, I want the results on the map. Spent time search through options, what a waste.",A Google user,Rated 1 stars out of five stars,
25-Jun-18,Today i was driving maybcar to go to a hotel when I Start to go to that hotel the Google map was working well but early googlean start to show me 5 and 6 types of road i followed but i didn't get my location today my boss insulted to me,shalees khan,Rated 1 stars out of five stars,
23-Jun-18,There were instances when voice aid took you into wrong directions!,Chacko Thomas,Rated 4 stars out of five stars,2
20-Jun-18,"I've had to update this app about 3 times in 2 days, which is annoying. Also, since it's an app that so many other apps use, when it needs an update TONS of my other apps don't work right. Very inconvenient. Please stop breaking it. My phone is old & can't take much more.",Maude Garner,Rated 1 stars out of five stars,
30-Jun-18,"I dont know after which update, but this app becomes really laggy during searching bus routes to some place. UI just freezes and stucks.", ,Rated 3 stars out of five stars,
7-Jul-18,Shows wrong location. I will be standing somewhere but map shows like I am far away from it. The location is not getting updated even if I tap on the marker.,HARIKUMAR K R,Rated 2 stars out of five stars,
6-Jul-18,Your Google account is missing your name. This error occurred and I cannot write or edit reviews for quite some time. Using huawei,A Google user,Rated 1 stars out of five stars,
2-Jul-18,Use to work great but after the latest update it says searching for gps and keeps jumping to differnet locations. Changing to waze since i use maps everyday for work i need something that wont keep messing up ny schedule,Jose Salazar,Rated 1 stars out of five stars,
3-Jul-18,Couldn't press anything other than zoom on the latest updates. It's working for a moment after uninstall the updates then it turns back to unable to press anything. Any clues?,legman yee,Rated 1 stars out of five stars,
23-Jun-18,"Saves us time, and gas, plus seeing the whole map gives more options for places to visit. I remember the times when there was no Google, I was less aware of lots of things.",A Google user,Rated 5 stars out of five stars,
22-Jun-18,The new version removed the possibility to see the closing times of the lists from the overview. It sucks! Now you need to go one by one to see if they are open or not!!,Melissa Sue,Rated 1 stars out of five stars,
23-Jun-18,"Google maps helps me a lot in some places,which i dont know the exact,its so easy to handle, so i like it...thanks to google maps.",divin antony,Rated 5 stars out of five stars,2
26-Jun-18,"The new Matireal Theme Redesign puts more of an emphasis on discovery of new places. I hate going to the same old place to eat, the fact that now, with ease I can find local places or restaurants I've never been before much easier.",Hamza Bajwa,Rated 5 stars out of five stars,
27-Jun-18,I loved this app until a couple weeks ago. Now. When I need directions it either can't find me or says I'm 30 minutes away from where I'm actually at. I'm living in a new area and need a working gps. I have to turn off my phone and then it will work correctly.,Julia Goodman,Rated 3 stars out of five stars,
1-Jul-18,Navigation mode exiting everytime. Tried uninstalling and even though the issue did not resolved.,Krishna Kishore Vellanki,Rated 1 stars out of five stars,1
9-Jul-18,"It's nice to be able to store offline maps of larger areas now (e.g. most of England). I've chosen to store data on my SD card, but it still puts it in my internal storage!",,Rated 3 stars out of five stars,
27-Jun-18,"If I launch this maps app in Moto G2 mobile it totally hangs my mobile, unable to attend incoming calls can't even see the call in display starting to hate it",Chandra Sekar .S.P.,Rated 1 stars out of five stars,
30-Jun-18,I hate that when you minimize you have to click the top left corner. The original Google maps allowed you to tap anywhere to bring it back to full screen.,Kevin Naira,Rated 2 stars out of five stars,
2-Jul-18,Sick to death seeing about traffic notifications after I have turned it off at least 20 times in 5 mins I don't want it f*#king on,mark goulding,Rated 1 stars out of five stars,
3-Jul-18,I can no longer use the search bar on the app. Which makes it almost useless.,Harriet Scott,Rated 2 stars out of five stars,1
30-Jun-18,I don't know what you've done but the GPS is the most annoying thing now and it's directions and the worst please fix what you fu*ked up.,Betty Kern,Rated 1 stars out of five stars,
30-Jun-18,1) Add to contacts is an insult to users!! should add to the phone contacts why create a contact on a complete independant system NO ONE will use are you crazy?? fasshols!! 2) Why force users to collaborate and harm users privacy! Will try Microsoft maps,Mguel Miller,Rated 1 stars out of five stars,
23-Jun-18,"I have an ellipsis 10 device....I click on maps it comes up then goes away....If I click on the square to see all programs running and it shows google maps running. If I click on it, it goes back to the main screen",Ernest Cogdell,Rated 1 stars out of five stars,
29-Jun-18,Today maps saved me several hours on an already 36hour road trip. That aside though maps has been useful for more things than my fingers can endure typing.,Selsun,Rated 5 stars out of five stars,
29-Jun-18,"Very useful. One suggestion: While giving navigation suggestion, kindly also give an option for a combination of metro plus cab/car route. Currently it's either a car/cab or bus / metro plus bus. Many people may like to use a combination of metro with cab for last mile connectivity",Vinod Kumar Gupta,Rated 5 stars out of five stars,
1-Jul-18,Many occasions now have misled me with accuracy and travel distance also time for public transport not accurate not reliable in my daily use and cost extra money and time,gabriela fialova,Rated 1 stars out of five stars,
3-Jul-18,When sharing your ETA it does not give a time of arrival like 10 minutes till arrival. It only gives point A to B.,Antonio pena,Rated 4 stars out of five stars,
28-Jun-18,"Now days it's not working properly, it's not showing correct current location, and during navigation it's running late and also not showing the Arrows towards driving directions, pls do something",Ajay Dixit,Rated 5 stars out of five stars,
7-Jul-18,"It keeps freezing while I drive and then I have to reset the phone while I drive, VERY DANGEROUS",A Google user,Rated 1 stars out of five stars,1
27-Jun-18,Hi Google Map blueline navigation properly not showing in every time but you can see my GPS my device good condition but properly not working so much time of problem your Google Map so much time is giving feedback and complaints not response Google thank you,sreedhar naidu,Rated 1 stars out of five stars,
2-Jul-18,"Glad it is here, at first i thought of it as a nuisance taking up storage on my phone but it helped me a lot when i need to get somewhere.",A Google user,Rated 5 stars out of five stars,
28-Jun-18,Lately my app has been freezing and will not let me use anything else but the navigation on my phone... No idea why,Tedarius Harris,Rated 3 stars out of five stars,
21-Jun-18,The instructions doesn't make any sense and it keep making us going the wrong way.,GazMask Chew,Rated 1 stars out of five stars,9
23-Jun-18,Way way way too many notifications... All I need is maps and directions.,Christopher Ealy,Rated 1 stars out of five stars,3
6-Jul-18,"The latest redesign is a joke. The fonts, the icons, don't know what they were thinking about.",Antonio Faria,Rated 3 stars out of five stars,1
8-Jul-18,day by day the accuracy is decreasing. Shows incorrect present location also.,Abhinava Biswas,Rated 1 stars out of five stars,
27-Jun-18,I use this a backup to my Waze app. Google makes this harder to keep up with the changes. Google also has numerous updates and file sucking apps. ,Frank C,Rated 3 stars out of five stars,
23-Jun-18,So many wrong name of the places and location has been shown on the Googlemap,A Google user,Rated 3 stars out of five stars,3
23-Jun-18,In town area the map cannot functioning exactly it become hae,Abdul Wahab,Rated 4 stars out of five stars,2
25-Jun-18,"It's been very glitchy this last 2 months.. not starting out in the proper direction. Saying ""turn left"" not giving street names. Bad",Jered sodt,Rated 2 stars out of five stars,
2-Jul-18,For the last week travel time has been totally off... it is saying 1 hour 8 minutes for a 13 mile trip and there isn't any trafic.... this needs to be fixed.....,mark Devoll,Rated 1 stars out of five stars,
3-Jul-18,I am telling about blue dot showing wrong location again and again it showing wrong location but you not updated why I want to now answer from your side,mukesh suri,Rated 1 stars out of five stars,
1-Jul-18,Awesome maps to discover and explore the world. But still heavy and run slow,A Google user,Rated 5 stars out of five stars,
29-Jun-18,Currently I am facing an issue with the route . It says there is no route available even when we have plenty of options available. I think its an error.,M SAISWAROOP,Rated 1 stars out of five stars,
23-Jun-18,Since new update. The direction error and the GPS too. Please fix it,Yudha Nauli Siregar,Rated 1 stars out of five stars,3
21-Jun-18,"Where's all full screen mode?! After every update, I look for the full screen mode (like iOS version), and you let me down every time!",flo mo,Rated 1 stars out of five stars,
10-Jul-18,"It works at a pitifully slow pace, and it also takes round-about routes to my destinations. It also crashes every time I try to use it.",Poser Panda,Rated 1 stars out of five stars,
29-Jul-18,"It's a very good app, if you want to find any place, there is no problem that the journey of hours tells in minutes. I like it very much.I also recommend my friends to get use this app",khan baba,Rated 5 stars out of five stars,
24-Jun-18,"Aways sends me to closed roads, and never even gives the fastest route.",A Google user,Rated 1 stars out of five stars,1
25-Jun-18,"Used to be slick, fast and accurate. Since the update it has become sluggish and fails to receive GPS connections consistently. Z5 Premium.",Harry Whitehead,Rated 1 stars out of five stars,
28-Jun-18,"What the heck did you do to this app... the pop up (pip) should be selected not automatic. And sharing does nothing anymore but pull up my contacts, nothing more. Also, I've needed to reset my phone a bunch of times because the pip hijacked my full screen...fix this!!!",Tom Burch,Rated 1 stars out of five stars,
7-Jul-18,Nice app but 1 thing to improve is located in a few days later on in your home address is being protected from spam and,A Google user,Rated 5 stars out of five stars,1
8-Jul-18,"After my samsung s7 latest android update , maps stop working and it closes automaticaly 3 seconds after opening.",Babak Movahedi,Rated 5 stars out of five stars,
9-Jul-18,"I'm not able to access the desire location, everytime I click on 'start's just after few seconds it asks me to click again",akshay kadam,Rated 1 stars out of five stars,
8-Jul-18,After this update my location on map stops and don't move as car moves neither the text to speech says any instructions,Shreyansh Rela,Rated 3 stars out of five stars,
22-Jun-18,The new uodate leaves the Recenter button up all the time. Please fix or i will use another app.,Jason Cloud,Rated 3 stars out of five stars,3
25-Jun-18,"App started changing rout without asking me. App is VERY confused in some rural areas in MN, and especially around some streets in Rochester MN.",Guy Chetrit,Rated 2 stars out of five stars,
4-Jul-18,"Great for navigation, but ugly since the last update. So, so ugly.",Steve Johnson,Rated 4 stars out of five stars,
4-Jul-18,The update doesn't register clicks to open place details... And also Re-center button doesn't work during navigation.. Super annoying,abilash balakrishnan,Rated 1 stars out of five stars,
23-Jun-18,"The location Always jumps around and not even approximate to the actual location, sick of it.",Rohan Kulkarni,Rated 1 stars out of five stars,1
6-Jul-18,Horrible. Even never work This company is terrible. I'm concerned about driverless cars with this map.Google shame of you. Still not working after months.,A Google user,Rated 1 stars out of five stars,
25-Jun-18,"the Google map has not been working since around two months ago. I can hardly to swipe , click, type in the map now... that means useless now... any bug???",A Google user,Rated 1 stars out of five stars,
23-Jun-18,Latest release is very slow (on s7 edge running android 8). Takes forever to start up and enter destination etc.,Shamim Ahmed,Rated 3 stars out of five stars,
23-Jun-18,"Does not work on samsung s8, s8 plus, note 8, s9, s9 plus. Always loses GPS signal.",michael dipenta,Rated 1 stars out of five stars,1
4-Jul-18,"I dont have anyother map besides this downloaded but my dot is usually always gray and in a different spot around me about 500 or more feet and sometimes i dont really know were im at on here, it even took me to athe wrong area i wanted to go in, i dont k ow what the problem is and i cant fix it",Theron Brown,Rated 2 stars out of five stars,
2-Jul-18,"Terrible. Crashes all the time, is super slow to update when it needs to reroute or update on your location even when walking!! It's been like this for the past 5 years. Please fix this!!!!",Courtney H.,Rated 1 stars out of five stars,
14-Jul-18,"Am actually turned to be a Local Guide addict, I love this app, I get better honest human reviews than any other. I use it for navigation even on deeper localities. Good job Google",Gilbert Kapya,Rated 5 stars out of five stars,
29-Jun-18,This used to be a great app. Now it's so slow I can't even use it...,GARREN EMERSON,Rated 1 stars out of five stars,
22-Jun-18,After last update on 22/6/18 I am not able to use my current location option GPS icon . Please solve this issue.,A Google user,Rated 2 stars out of five stars,
26-Jun-18,"Ever since the latest update, maps has been very laggy and the re-center button doesn't work anymore.",Brady Evans,Rated 3 stars out of five stars,
5-Jul-18,When I try to choose area other than my location map goes blank no place names are displayed,nagendra Mysore,Rated 3 stars out of five stars,
23-Jun-18,"Good accutacy for driving, walking and bicycle. Poor functionality, push using most expansive way, bad accuracy for public transportation",Slavic Abbot,Rated 3 stars out of five stars,
30-Jun-18,Last update is useless. Popup unrelenting notification randomly. Can't enable location sharing. Always say's please try after sometimes...,Joshi Dhaval,Rated 1 stars out of five stars,
6-Jul-18,It is not going with us how we want... In short its recenter is not with us that how we move with our bike.... Some time we want to go right and it shows us left.....and then it doesn't load fast......,Kiran Borate,Rated 1 stars out of five stars,
5-Jul-18,"It works, but the voice direction spews out every step at red lights, confuses the driver. Please look into this",Caleb Munkedal,Rated 3 stars out of five stars,
22-Jun-18,I like the app but it needs a moped option it would be very useful for me to estimate the amount of time it takes me to get to a place. Thanks,Gabriel Kidder,Rated 4 stars out of five stars,1
28-Jun-18,Only thing it's missing is showing the speed limit. If it had that I would have no complaints ,Heidi Moir,Rated 5 stars out of five stars,
3-Jul-18,"Stop asking me to add pictures to public places. If you want them that badly, pay me for them via the survey app.",Ivan Martinov,Rated 1 stars out of five stars,
23-Jun-18,Just we need a good map for Lebanon were in Lebanon it's not working well,A Google user,Rated 5 stars out of five stars,1
25-Jun-18,"Before update even after update the navigation doesn't work properly showing like ""searching for GPS"" I am using 4g handset please solve my issue ASAP I regularly used map",Aslam Shaik,Rated 3 stars out of five stars,
8-Jul-18,Google Maps Timeline History has not loaded for the past 24 hours. Neither mobile or desktop version will work.,Wayne Simons,Rated 3 stars out of five stars,
27-Jun-18,"App is not working.. using note 8, doesn't move at all. After press start it does nothing. Just stays at the start.. pls fix it as soon as possible!!!",Gobind Singh,Rated 1 stars out of five stars,
30-Jun-18,Change it back why are all my points of interest deleted off the actual map i don't want to just have a list. ,Sam Greaves,Rated 1 stars out of five stars,
23-Jun-18,"There should be a options to add shops which can help peoples like as Tyre shops,etc Yesterday I have added a shop but it was not approved Think about it",mujahid hussain,Rated 5 stars out of five stars,1
1-Jul-18,Opening map and clicking on search bar produces a lot of lag and freezes occasionally. Shouldn't be happening on my pixel 2.,V Hettige,Rated 3 stars out of five stars,
9-Jul-18,"Really like this app have used it a lot, just wish it would give me the current speed limit for roads I'm traveling on or turn onto .otherwise no complaints. Thanks for a good tool.",terry nass,Rated 5 stars out of five stars,
8-Jul-18,fasicsm realized. doesnt work for journalists or anyone who isnt a fascist or nazi,A Google user,Rated 1 stars out of five stars,
10-Jul-18,Will not allow you to change the route and does not use main or direct routes always trying to take you the extra long route,A Google user,Rated 1 stars out of five stars,
29-Jun-18,Drawbacks 1:- offline map only available for 1 month it should be at least 1 year or permanent 2:- walking direction are not available in offline map,lu nar,Rated 1 stars out of five stars,
4-Jul-18,Odd.. looked up a place I lived at over a year ago and my vehicles are still there.. I DONT LIVE THERE anymore!! Update your maps!!,Jane Homer,Rated 2 stars out of five stars,
6-Jul-18,Since Google maps is gearing itself as well as a trip application.. kindly add gas station stops to set trips to help know where to stop to pee n take breaks..,Raphael Mamora,Rated 5 stars out of five stars,
22-Jun-18,I liked the app and so I started reviewing and rating because it helped me a lot and I agreed to contribute but I don't want a local guide tag and wanna remove it asap and have no idea how to help!,Ojaswini,Rated 3 stars out of five stars,
25-Jun-18,Train timings are showing fake. Please provide correct time,vakkala sandeep,Rated 1 stars out of five stars,1
28-Jun-18,"This few day this apps is helpless, don't know why? I trust in this App before. This few days i lost my hope in this apps.",goldenfish211,Rated 3 stars out of five stars,
6-Jul-18,"Good app, but not great. It shows my current location at a hangout of mine at the other side of town, several KMs away from my current location(s). This needs to be looked into.",Omar Kaj,Rated 4 stars out of five stars,
29-Jun-18,With update now I can't see where I need to go until I start driving. Why break something that was working?,Gene S,Rated 2 stars out of five stars,
29-Jun-18,Why doesn't this have a speedometer or road speeds? I have to use another app to get the speed. Also need improved offline maps. Rather than downloading by cities they need to allow the entire country.,A Google user,Rated 3 stars out of five stars,
22-Jun-18,Previous was good.. But new is too worst.. Not working,A Google user,Rated 1 stars out of five stars,1
26-Jun-18,It is slow to load sometimes. But very accurate and reliable. I use it on a daily basis at work.,A Google user,Rated 4 stars out of five stars,
3-Jul-18,Good sometimes and other times it gives you the wrong directions and wastes your fuel sending you 60miles the wrong way... Plus the voice that gives you directions is quite often late,Oliver Kirkpatrick,Rated 3 stars out of five stars,
9-Jul-18,This app is not suitable for navigation. You don't know the direction you need to go unless you drive a quarter mile.,A Google user,Rated 1 stars out of five stars,
8-Jul-18,"There is problems with offline maps , it doesnt open and i dont use internet what I am out, i just use it at home !",Faisal fo,Rated 2 stars out of five stars,
22-Jun-18,"INACCURATE POSITION ,OFTEN WRONG DIRECTION ...ETC...LIKE OTHER GOOGLE APPS ,,,ANOYING UNUSABLE KID APPS",A Google user,Rated 1 stars out of five stars,1
6-Jul-18,I can't Find my location... Google blue dot is in wrong place... I am in Kot Radha Kishan (Kasur) but blue dot is on another direction plzzz help me.....!!!!,Faizan Am,Rated 1 stars out of five stars,
9-Jul-18,Ever since it's updated is the worst I can't even figure out how to use it used to love it now I hate it,Melissa Cesco,Rated 1 stars out of five stars,
1-Jul-18,During offline maps using It automatically uses 407etr routes even when we turned off them.....if Google fix this error....this app will be 100% worth of using it,Ragu Varathan,Rated 4 stars out of five stars,
4-Jul-18,Doesn't even work every time i look up an address say's it cannot connect or something went wrong very disappointed!!!,Belen Villa,Rated 1 stars out of five stars,
28-Jun-18,"after last update ""re-center"" map while navigation on won't work its just freezes on screen",A Google user,Rated 1 stars out of five stars,
